sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4855;pms5003;3629;6.428;3.435;2024-01-01T02:32:29.863718+00:00;P1;72.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:32:29.863718+00:00;P0;37.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:32:45.129155+00:00;P2;85.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:32:45.129155+00:00;P1;92.50
4855;pms5003;3629;6.428;3.435;2024-01-01T02:41:07.381930+00:00;P2;50.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:41:07.381930+00:00;P1;66.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:41:07.381930+00:00;P0;34.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:50:03.308369+00:00;P2;49.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:50:03.308369+00:00;P1;62.00
4855;pms5003;3629;6.428;3.435;2024-01-01T02:50:03.308369+00:00;P0;32.50
4855;pms5003;3629;6.428;3.435;2024-01-01T03:03:11.464920+00:00;P2;105.50
4855;pms5003;3629;6.428;3.435;2024-01-01T03:03:11.464920+00:00;P1;119.50
4855;pms5003;3629;6.428;3.435;2024-01-01T03:09:53.606765+00:00;P2;80.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:09:53.606765+00:00;P1;87.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:09:53.606765+00:00;P0;54.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:10:08.691101+00:00;P2;106.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:10:08.691101+00:00;P1;125.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:14:18.724770+00:00;P2;87.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:14:18.724770+00:00;P1;96.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:14:18.724770+00:00;P0;61.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:14:33.582799+00:00;P2;116.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:14:33.582799+00:00;P1;129.50
4855;pms5003;3629;6.428;3.435;2024-01-01T03:29:15.900372+00:00;P2;93.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:29:15.900372+00:00;P1;103.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:29:15.900372+00:00;P0;63.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:46:21.298434+00:00;P2;121.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:46:21.298434+00:00;P1;135.50
4855;pms5003;3629;6.428;3.435;2024-01-01T03:46:21.298434+00:00;P0;82.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:46:36.128216+00:00;P2;188.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:46:36.128216+00:00;P1;209.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:50:16.002858+00:00;P2;127.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:50:16.002858+00:00;P1;135.00
4855;pms5003;3629;6.428;3.435;2024-01-01T03:50:16.002858+00:00;P0;86.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:15:21.982621+00:00;P2;138.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:15:21.982621+00:00;P1;155.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:15:21.982621+00:00;P0;89.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:24:07.923307+00:00;P2;161.50
4855;pms5003;3629;6.428;3.435;2024-01-01T04:24:07.923307+00:00;P1;179.50
4855;pms5003;3629;6.428;3.435;2024-01-01T04:24:07.923307+00:00;P0;106.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:37:20.259209+00:00;P2;202.50
4855;pms5003;3629;6.428;3.435;2024-01-01T04:37:20.259209+00:00;P1;228.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:37:20.259209+00:00;P0;129.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:37:35.365962+00:00;P2;299.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:37:35.365962+00:00;P1;333.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:43:00.306310+00:00;P2;216.50
4855;pms5003;3629;6.428;3.435;2024-01-01T04:43:00.306310+00:00;P1;244.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:43:00.306310+00:00;P0;140.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:48:21.126563+00:00;P2;215.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:48:21.126563+00:00;P1;240.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:48:21.126563+00:00;P0;140.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:48:36.536365+00:00;P2;327.50
4855;pms5003;3629;6.428;3.435;2024-01-01T04:48:36.536365+00:00;P1;360.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:57:05.061013+00:00;P2;189.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:57:05.061013+00:00;P1;213.00
4855;pms5003;3629;6.428;3.435;2024-01-01T04:57:05.061013+00:00;P0;123.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:01:01.041526+00:00;P2;192.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:01:01.041526+00:00;P1;213.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:01:01.041526+00:00;P0;124.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:01:15.989606+00:00;P2;284.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:01:15.989606+00:00;P1;318.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:10:15.905055+00:00;P2;142.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:10:15.905055+00:00;P1;156.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:10:15.905055+00:00;P0;90.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:10:30.723206+00:00;P2;210.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:10:30.723206+00:00;P1;234.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:19:07.194067+00:00;P2;146.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:19:07.194067+00:00;P1;162.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:19:07.194067+00:00;P0;96.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:19:22.359400+00:00;P2;218.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:19:22.359400+00:00;P1;243.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:31:31.613297+00:00;P2;138.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:31:31.613297+00:00;P1;152.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:31:31.613297+00:00;P0;92.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:31:46.804893+00:00;P2;220.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:31:46.804893+00:00;P1;238.50
4855;pms5003;3629;6.428;3.435;2024-01-01T05:38:28.373847+00:00;P2;108.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:38:28.373847+00:00;P1;119.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:38:28.373847+00:00;P0;71.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:38:43.196619+00:00;P2;161.00
4855;pms5003;3629;6.428;3.435;2024-01-01T05:38:43.196619+00:00;P1;169.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:49:51.135855+00:00;P2;81.33
4857;pms5003;3630;6.540;3.297;2024-01-01T05:49:51.135855+00:00;P1;89.83
4857;pms5003;3630;6.540;3.297;2024-01-01T05:49:51.135855+00:00;P0;50.08
4858;DHT22;3630;6.540;3.297;2024-01-01T05:50:04.201936+00:00;humidity;100.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:50:04.201936+00:00;temperature;27.20
4857;pms5003;3630;6.540;3.297;2024-01-01T05:50:55.207366+00:00;P2;75.67
4857;pms5003;3630;6.540;3.297;2024-01-01T05:50:55.207366+00:00;P1;84.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:50:55.207366+00:00;P0;47.67
4858;DHT22;3630;6.540;3.297;2024-01-01T05:51:08.340849+00:00;humidity;100.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:51:08.340849+00:00;temperature;27.40
4857;pms5003;3630;6.540;3.297;2024-01-01T05:52:02.553576+00:00;P2;74.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:52:02.553576+00:00;P1;86.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:52:02.553576+00:00;P0;43.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:52:17.855358+00:00;humidity;100.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:52:17.855358+00:00;temperature;27.50
4857;pms5003;3630;6.540;3.297;2024-01-01T05:53:08.591913+00:00;P2;78.50
4857;pms5003;3630;6.540;3.297;2024-01-01T05:53:08.591913+00:00;P1;89.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:53:08.591913+00:00;P0;46.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:53:21.730971+00:00;humidity;100.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:53:21.730971+00:00;temperature;27.60
4857;pms5003;3630;6.540;3.297;2024-01-01T05:54:12.861947+00:00;P2;83.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:54:12.861947+00:00;P1;94.50
4857;pms5003;3630;6.540;3.297;2024-01-01T05:54:12.861947+00:00;P0;52.00
4858;DHT22;3630;6.540;3.297;2024-01-01T05:54:25.942203+00:00;humidity;99.90
4858;DHT22;3630;6.540;3.297;2024-01-01T05:54:25.942203+00:00;temperature;27.80
4857;pms5003;3630;6.540;3.297;2024-01-01T05:55:17.481438+00:00;P2;76.40
4857;pms5003;3630;6.540;3.297;2024-01-01T05:55:17.481438+00:00;P1;83.80
4857;pms5003;3630;6.540;3.297;2024-01-01T05:55:17.481438+00:00;P0;45.40
4858;DHT22;3630;6.540;3.297;2024-01-01T05:55:30.641921+00:00;humidity;99.30
4858;DHT22;3630;6.540;3.297;2024-01-01T05:55:30.641921+00:00;temperature;27.90
4857;pms5003;3630;6.540;3.297;2024-01-01T05:56:21.493158+00:00;P2;86.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:56:21.493158+00:00;P1;96.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:56:21.493158+00:00;P0;52.33
4858;DHT22;3630;6.540;3.297;2024-01-01T05:56:34.654811+00:00;humidity;98.90
4858;DHT22;3630;6.540;3.297;2024-01-01T05:56:34.654811+00:00;temperature;28.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:57:26.159982+00:00;P2;70.50
4857;pms5003;3630;6.540;3.297;2024-01-01T05:57:26.159982+00:00;P1;80.75
4857;pms5003;3630;6.540;3.297;2024-01-01T05:57:26.159982+00:00;P0;41.25
4858;DHT22;3630;6.540;3.297;2024-01-01T05:57:39.315791+00:00;humidity;98.50
4858;DHT22;3630;6.540;3.297;2024-01-01T05:57:39.315791+00:00;temperature;28.10
4857;pms5003;3630;6.540;3.297;2024-01-01T05:58:30.195744+00:00;P2;88.00
4857;pms5003;3630;6.540;3.297;2024-01-01T05:58:30.195744+00:00;P1;96.33
4857;pms5003;3630;6.540;3.297;2024-01-01T05:58:30.195744+00:00;P0;51.67
4858;DHT22;3630;6.540;3.297;2024-01-01T05:58:43.314323+00:00;humidity;97.90
4858;DHT22;3630;6.540;3.297;2024-01-01T05:58:43.314323+00:00;temperature;28.20
4857;pms5003;3630;6.540;3.297;2024-01-01T05:59:34.315645+00:00;P2;83.75
4857;pms5003;3630;6.540;3.297;2024-01-01T05:59:34.315645+00:00;P1;89.25
4857;pms5003;3630;6.540;3.297;2024-01-01T05:59:34.315645+00:00;P0;52.50
4858;DHT22;3630;6.540;3.297;2024-01-01T05:59:47.478017+00:00;humidity;97.70
4858;DHT22;3630;6.540;3.297;2024-01-01T05:59:47.478017+00:00;temperature;28.30
4857;pms5003;3630;6.540;3.297;2024-01-01T06:00:38.234823+00:00;P2;81.75
4857;pms5003;3630;6.540;3.297;2024-01-01T06:00:38.234823+00:00;P1;90.25
4857;pms5003;3630;6.540;3.297;2024-01-01T06:00:38.234823+00:00;P0;49.50
4858;DHT22;3630;6.540;3.297;2024-01-01T06:00:51.392705+00:00;humidity;97.40
4858;DHT22;3630;6.540;3.297;2024-01-01T06:00:51.392705+00:00;temperature;28.30
4857;pms5003;3630;6.540;3.297;2024-01-01T06:01:42.243435+00:00;P2;81.33
4857;pms5003;3630;6.540;3.297;2024-01-01T06:01:42.243435+00:00;P1;88.67
4857;pms5003;3630;6.540;3.297;2024-01-01T06:01:42.243435+00:00;P0;48.00
4858;DHT22;3630;6.540;3.297;2024-01-01T06:01:55.511632+00:00;humidity;97.00
4858;DHT22;3630;6.540;3.297;2024-01-01T06:01:55.511632+00:00;temperature;28.40
4857;pms5003;3630;6.540;3.297;2024-01-01T06:02:46.328459+00:00;P2;51.00
4857;pms5003;3630;6.540;3.297;2024-01-01T06:02:46.328459+00:00;P1;67.20
4857;pms5003;3630;6.540;3.297;2024-01-01T06:02:46.328459+00:00;P0;35.60
4858;DHT22;3630;6.540;3.297;2024-01-01T06:02:59.531897+00:00;humidity;96.40
4858;DHT22;3630;6.540;3.297;2024-01-01T06:02:59.531897+00:00;temperature;28.40
4857;pms5003;3630;6.540;3.297;2024-01-01T06:03:52.562013+00:00;P2;73.25
4857;pms5003;3630;6.540;3.297;2024-01-01T06:03:52.562013+00:00;P1;82.25
4857;pms5003;3630;6.540;3.297;2024-01-01T06:03:52.562013+00:00;P0;45.00
4858;DHT22;3630;6.540;3.297;2024-01-01T06:04:05.775223+00:00;humidity;95.90
4858;DHT22;3630;6.540;3.297;2024-01-01T06:04:05.775223+00:00;temperature;28.50
4857;pms5003;3630;6.540;3.297;2024-01-01T06:04:56.812530+00:00;P2;75.50
4857;pms5003;3630;6.540;3.297;2024-01-01T06:04:56.812530+00:00;P1;92.50
4857;pms5003;3630;6.540;3.297;2024-01-01T06:04:56.812530+00:00;P0;45.00
4858;DHT22;3630;6.540;3.297;2024-01-01T06:05:10.069572+00:00;humidity;96.20
4858;DHT22;3630;6.540;3.297;2024-01-01T06:05:10.069572+00:00;temperature;28.50
4855;pms5003;3629;6.428;3.435;2024-01-01T06:15:13.983780+00:00;P2;95.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:15:13.983780+00:00;P1;105.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:15:13.983780+00:00;P0;65.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:15:28.827580+00:00;P2;143.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:15:28.827580+00:00;P1;168.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:29:29.312088+00:00;P2;98.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:29:29.312088+00:00;P1;107.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:29:29.312088+00:00;P0;65.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:34:49.849456+00:00;P2;93.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:34:49.849456+00:00;P1;103.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:34:49.849456+00:00;P0;62.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:35:04.743194+00:00;P2;149.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:35:04.743194+00:00;P1;168.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:46:32.905601+00:00;P2;87.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:46:32.905601+00:00;P1;97.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:46:32.905601+00:00;P0;58.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:54:03.882639+00:00;P2;98.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:54:03.882639+00:00;P1;107.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:54:03.882639+00:00;P0;70.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:54:18.728314+00:00;P2;142.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:54:18.728314+00:00;P1;163.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:59:40.073357+00:00;P2;105.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:59:40.073357+00:00;P1;118.50
4855;pms5003;3629;6.428;3.435;2024-01-01T06:59:40.073357+00:00;P0;71.00
4855;pms5003;3629;6.428;3.435;2024-01-01T06:59:54.923410+00:00;P2;161.50
4855;pms5003;3629;6.428;3.435;2024-01-01T06:59:54.923410+00:00;P1;181.00
4855;pms5003;3629;6.428;3.435;2024-01-01T07:22:54.473906+00:00;P2;76.00
4855;pms5003;3629;6.428;3.435;2024-01-01T07:22:54.473906+00:00;P1;83.00
4855;pms5003;3629;6.428;3.435;2024-01-01T07:22:54.473906+00:00;P0;49.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:07:29.860971+00:00;P2;78.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:07:29.860971+00:00;P1;88.50
4855;pms5003;3629;6.428;3.435;2024-01-01T08:07:29.860971+00:00;P0;54.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:09:02.848960+00:00;P2;115.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:09:02.848960+00:00;P1;132.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:09:28.927354+00:00;P2;117.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:09:28.927354+00:00;P1;134.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:32:50.741132+00:00;P2;66.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:32:50.741132+00:00;P1;76.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:32:50.741132+00:00;P0;47.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:33:05.893148+00:00;P2;102.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:33:05.893148+00:00;P1;110.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:52:04.562681+00:00;P2;65.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:52:04.562681+00:00;P1;75.00
4855;pms5003;3629;6.428;3.435;2024-01-01T08:52:04.562681+00:00;P0;46.00
4857;pms5003;3630;6.540;3.297;2024-01-01T08:59:09.151000+00:00;P2;54.55
4857;pms5003;3630;6.540;3.297;2024-01-01T08:59:09.151000+00:00;P1;67.91
4857;pms5003;3630;6.540;3.297;2024-01-01T08:59:09.151000+00:00;P0;35.73
4858;DHT22;3630;6.540;3.297;2024-01-01T08:59:24.090186+00:00;humidity;79.30
4858;DHT22;3630;6.540;3.297;2024-01-01T08:59:24.090186+00:00;temperature;32.50
4857;pms5003;3630;6.540;3.297;2024-01-01T09:00:36.890779+00:00;P2;49.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:00:36.890779+00:00;P1;60.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:00:36.890779+00:00;P0;32.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:26:11.875662+00:00;P2;47.17
4857;pms5003;3630;6.540;3.297;2024-01-01T09:26:11.875662+00:00;P1;62.42
4857;pms5003;3630;6.540;3.297;2024-01-01T09:26:11.875662+00:00;P0;31.33
4858;DHT22;3630;6.540;3.297;2024-01-01T09:26:25.209071+00:00;humidity;78.70
4858;DHT22;3630;6.540;3.297;2024-01-01T09:26:25.209071+00:00;temperature;32.40
4855;pms5003;3629;6.428;3.435;2024-01-01T09:27:03.152912+00:00;P2;77.00
4855;pms5003;3629;6.428;3.435;2024-01-01T09:27:03.152912+00:00;P1;87.00
4855;pms5003;3629;6.428;3.435;2024-01-01T09:27:03.152912+00:00;P0;53.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:35:09.417240+00:00;P2;55.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:35:09.417240+00:00;P1;71.10
4857;pms5003;3630;6.540;3.297;2024-01-01T09:35:09.417240+00:00;P0;35.20
4858;DHT22;3630;6.540;3.297;2024-01-01T09:35:23.578203+00:00;humidity;76.40
4858;DHT22;3630;6.540;3.297;2024-01-01T09:35:23.578203+00:00;temperature;32.80
4857;pms5003;3630;6.540;3.297;2024-01-01T09:36:22.805705+00:00;P2;53.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:36:22.805705+00:00;P1;67.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:36:22.805705+00:00;P0;34.00
4858;DHT22;3630;6.540;3.297;2024-01-01T09:36:36.196242+00:00;humidity;76.70
4858;DHT22;3630;6.540;3.297;2024-01-01T09:36:36.196242+00:00;temperature;33.10
4857;pms5003;3630;6.540;3.297;2024-01-01T09:37:29.017205+00:00;P2;52.50
4857;pms5003;3630;6.540;3.297;2024-01-01T09:37:29.017205+00:00;P1;67.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:37:29.017205+00:00;P0;34.00
4858;DHT22;3630;6.540;3.297;2024-01-01T09:37:42.371568+00:00;humidity;75.90
4858;DHT22;3630;6.540;3.297;2024-01-01T09:37:42.371568+00:00;temperature;33.30
4857;pms5003;3630;6.540;3.297;2024-01-01T09:38:55.667063+00:00;P2;57.50
4857;pms5003;3630;6.540;3.297;2024-01-01T09:38:55.667063+00:00;P1;70.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:38:55.667063+00:00;P0;38.00
4858;DHT22;3630;6.540;3.297;2024-01-01T09:39:07.096818+00:00;humidity;75.20
4858;DHT22;3630;6.540;3.297;2024-01-01T09:39:07.096818+00:00;temperature;33.40
4857;pms5003;3630;6.540;3.297;2024-01-01T09:48:06.381564+00:00;P2;47.90
4857;pms5003;3630;6.540;3.297;2024-01-01T09:48:06.381564+00:00;P1;59.90
4857;pms5003;3630;6.540;3.297;2024-01-01T09:48:06.381564+00:00;P0;32.50
4858;DHT22;3630;6.540;3.297;2024-01-01T09:48:22.056161+00:00;humidity;71.90
4858;DHT22;3630;6.540;3.297;2024-01-01T09:48:22.056161+00:00;temperature;34.30
4857;pms5003;3630;6.540;3.297;2024-01-01T09:49:55.920633+00:00;P2;51.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:49:55.920633+00:00;P1;68.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:49:55.920633+00:00;P0;34.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:56:57.223529+00:00;P2;62.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:56:57.223529+00:00;P1;75.00
4857;pms5003;3630;6.540;3.297;2024-01-01T09:56:57.223529+00:00;P0;41.00
4858;DHT22;3630;6.540;3.297;2024-01-01T09:57:10.321453+00:00;humidity;67.70
4858;DHT22;3630;6.540;3.297;2024-01-01T09:57:10.321453+00:00;temperature;35.40
4858;DHT22;3630;6.540;3.297;2024-01-01T10:04:25.437461+00:00;humidity;64.70
4858;DHT22;3630;6.540;3.297;2024-01-01T10:04:25.437461+00:00;temperature;36.30
4857;pms5003;3630;6.540;3.297;2024-01-01T10:05:16.885936+00:00;P2;49.00
4857;pms5003;3630;6.540;3.297;2024-01-01T10:05:16.885936+00:00;P1;62.50
4857;pms5003;3630;6.540;3.297;2024-01-01T10:05:16.885936+00:00;P0;33.50
4858;DHT22;3630;6.540;3.297;2024-01-01T10:05:29.433425+00:00;humidity;65.70
4858;DHT22;3630;6.540;3.297;2024-01-01T10:05:29.433425+00:00;temperature;35.60
4857;pms5003;3630;6.540;3.297;2024-01-01T10:06:21.543388+00:00;P2;48.00
4857;pms5003;3630;6.540;3.297;2024-01-01T10:06:21.543388+00:00;P1;62.00
4857;pms5003;3630;6.540;3.297;2024-01-01T10:06:21.543388+00:00;P0;31.00
4855;pms5003;3629;6.428;3.435;2024-01-01T10:18:34.293872+00:00;P2;87.00
4855;pms5003;3629;6.428;3.435;2024-01-01T10:18:34.293872+00:00;P1;94.50
4855;pms5003;3629;6.428;3.435;2024-01-01T10:18:34.293872+00:00;P0;60.00
4855;pms5003;3629;6.428;3.435;2024-01-01T10:58:22.523354+00:00;P2;79.00
4855;pms5003;3629;6.428;3.435;2024-01-01T10:58:22.523354+00:00;P1;86.50
4855;pms5003;3629;6.428;3.435;2024-01-01T10:58:22.523354+00:00;P0;53.50
4855;pms5003;3629;6.428;3.435;2024-01-01T11:45:33.386370+00:00;P2;77.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:45:33.386370+00:00;P1;82.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:45:33.386370+00:00;P0;55.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:49:27.602385+00:00;P2;64.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:49:27.602385+00:00;P1;75.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:49:27.602385+00:00;P0;46.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:49:36.721301+00:00;P2;100.00
4855;pms5003;3629;6.428;3.435;2024-01-01T11:49:36.721301+00:00;P1;107.00
